headline,rating,text,would_recommend
Closest thing to a full-sized rig that I've owned!,5,"Ever since I have stopped buying/building full tower gaming rigs, I have gravitated towards those gaming laptops that are a bit sleeker and portable, like the ASUS ROG Zephyrus (which is a fabulous computer in its own right), but this time I wondered if I was doing it all wrong and should have instead been looking at laptops like the Strix.  Well, I can safely say that after a week of playing, and testing, and playing some more on the ROG Strix G18, that I WAS wrong and should have been looking here all along.

I'm not going to get all bogged down in specs, temperatures, and FPS numbers.  There are reviewers out there (and probably here on Best Buy), that do a far more comprehensive job than I ever could.  What I will say, is that the G18 is the closest to a full-sized and loaded gaming rig that I've ever owned in a laptop format.  BTW, I'm old and have been PC gaming since the Commodore 64!  Heck, I remember when my first custom built tower came from Micron computers back in the *cough* 90's, and the awesome new monitor was a 17"" CRT beast!

The thing I like the most out of the ASUS ROG Strix G18, is that I don't feel like I'm giving up too much for the portability.  Now part of that is because the G18 is NOT as portable as any laptop I've owned before.  I remember days of hauling my tower and monitor to a friend's house to set up big gaming LAN parties, and for some reason I've always had in my head that a gaming laptop HAS to be ultimately portable, but that has almost always come at a cost of playability.  Plus, as an older gamer, I also don't tend to travel with my gaming gear as much, so I was prioritizing the wrong thing.  Hence, the G18 is a great device that I can keep on my shelf and pull out whenever I get the itch to play but not take up a ton of space.

I really dig what ASUS has done with their laptop packaging, software, and upgradability with the G18.  Opening up the box, you are served up the G18 like the prized possession it is about to be and getting it up and running was the easiest thing I've EVER done with a gaming PC.  I started cutting open the box at 0645 on the day after it arrived and I was waking up in the dungeon of Cyrodiil in 'Elder Scrolls IV: Oblivion' at 0831.  And that is with doing ALL of the updating, from the software, to the BIOS, to cleaning up what very little junk ASUS puts on their systems, to downloading and installing the game from Game Pass Ultimate.  The longest part was downloading the game.  Easiest time ever with a gaming computer.

Also, if you like to tinker a bit with your computers but are no longer in the mood for entire builds or re-builds, the Strix is really nice too.  I wanted to add some additional storage space, and it was the easiest thing ever.  Flip the laptop over, slide the lever to the left, slide the bottom case toward you, lift up, slot in the SSD, turn the locking knob, and slide the case back on until it locks.  Done.  Peak efficiency.  While it was open I could see that it would be relatively easy for me to tinker with other things if I ever get the itch, but I don't see that happening any time soon.  And that's because this thing is a gaming BEAST.

I ran Oblivion at the best settings (not max mind you), and the game played like a champ, always staying right around the 60fps target.  And it looked beautiful on this screen.  I personally believe that the 2/2.5K resolution is the best for gaming.  You get beauty without it killing your system.  And like I said, the Strix handled it like a pro because one of the other benefits of going with a larger system like this is the better air flow.  Even when the Strix was running it's hardest, the fan never got to 'jet engine' levels like I would get with her more svelte cousins.

There has only been one little 'meh' thing for me and that hasn't been all that bad, and that is the sound.  I was expecting the Strix to be able to push out some bigger and bolder sound, but I didn't find that to be the case.  While the sound is perfectly useable, and you even get some decent separation in right and left channels because of its size, it will not on its own blow you away.  That's OK, because I tend to play with headphones anyway, and the Strix drives those just fine.

All-in-all I'm super stoked with the G18.  I found that I have been looking in the wrong place all along for the best combo of capability, size, and portability.  It's the first time that I feel that I haven't really given up anything with a laptop over a tower.  That's pretty cool.",Yes
"The Latest & Greatest packed neatly in an 18"" box",5,"Over time I've had a number of gaming laptops; most recently a previous model of this ROG, and an Alienware M5. To date, each of these have had some performance or design details that were either not included or resulted in poor performance. I've been a reader to the Asus forum many times, and when I had a problem or complaint, I could always count on others with the same concern. So, I'd have to say that in designing this model, Asus has read, studied, and addressed a number of issues that the ROG gamers had presented; the result being this ROG Strix G18. 
I have to first comment on the presentation - it comes in a unique box that upon lifting the lid, the laptop itself rises up and presents itself to you. I'm surprised they didn't include a voice chip like you'd get in a greeting card that announces itself with a flourish of trumpets - TA-DA! Nice touch, but what else you got!?
The machine itself has a nicely sculpted lid with a crisp, clean design. Lid is a little heavy to open, but the dual hinges are solid and swing smoothly. The thin edge bezel also has a solid feel, I've had bezels that actually bend under the stress of opening, not so here. But far & away, the feature I most appreciate is the ""no tool"" back cover. There's a small slider on the underside, slide it open, push the lid up a notch, and the cover is off, revealing all the internals. No need to deal with a half dozen or more tiny screws, you can get your vacuum working in there in less than ten seconds. All the fans (3 of them) are exposed and easily cleaned. I used to dread doing this job on my Alienware, took the better part of an hour or more. This will surely be the cleanest laptop I've ever owned. Thanks, Asus. 
Can't say I play a variety of games, but do have one I've committed thousands of hours to - the Civilization series - I've owned every one from the beginning, but since Civ 6, and now 7, you can reaglly ratchet up the performance sliders to place high demands on the processing & video power. I would set the framerate & other video specs to half peak values, and that machine would sound like it had emphysema with the fans pouring out heat into the room. This would be my performance test for the G18. I could finally turn the detail sliders up to their max, and enjoy gameplay as the creators intended. The color palette of the screen is gorgeous, I could zoom in to hotspots and enjoy the detail the game artists created. 
There is one detail I'd like to nitpick with the Asus designers, as I see they are scanning the reviews here. The keyboard lighting. If you're working in the dark, it's pretty near impossible to see the special characters (when shift key is used) - only the numbers light; not the characters above them. Yes, it's a gaming pc, but I do work with it, emailing, etc., and since I'm not a professional typist, I have to use a flashlight to find my ampersands and hashtags. 
One other reason that draws me to Asus is their online support forum - I've owned Asus products for over 20 years, I would think that the ROG gamer participation is probably one of the beat in the industry. That, and the included Armoury Crate software which offers a myriad of customization & performance settings to improve your experience. These guys are serious about gaming.",Yes
AMAZING LAPTOP. DESIGN/PERFORMANCE- 5080 BEAST!,5,"I was blown away by this gaming laptop, the design, size and performance is amazing- exceeds all expectations. It has numerous features and ease of access to upgrade RAM/SSD make this a must have gaming PC. I will focus on the gaming aspect as that is it's designed purpose.

FIRST OFF, It looks amazing- the screen size 18"" 2.5K 240Hz Nebula Display looks amazing. The brightness, refresh rate and color pops- the graphics look great while gaming or watching movies- the other use I have for it. The refresh rate is pretty standard in gaming laptops, no blur, smooth motion without any lag.

NVIDIA GeForce RTX 5080 Laptop GPU- Beast of a video card- the Nvidia App also lets you run auto-tune for better performance. The Design of the laptop allows for the air circulation to come in thru the underneath and exhaust all the hot air thru the rear of the laptop. The fan does get a little noisy  but when i am gaming the volume is up or i have head phones on so it not an issue for me.

It has blazing 32GB DDR5, the 2 slots are used so you can't add memory without replacing the installed sticks. It does have spare SSD slot if you want to add storage, I am adding a SSD for dedicated gaming drive. The bottom panel has a manual switch/lever which allows you to remove the panel without tools. The SSD can be removed with a manual Q-Latch, no tools needed.  It is a very nice and simple design.

The Keyboard has a very satisfying feel, the travel and click makes for a very responsive and spaced out keys. You don't feel like the keys are jammed together. The trackpad, is a decent size , i don't use it much but it looks good. The aura RGB is nice, bright and adjustable...I am not huge fan so I turn it off. 

The speakers are very loud, it was surprising how nice the bass sounds and how clear the sound it at the upper volume levels.

The IR camera is a nice bonus because it allows for Microsoft Hello login feature, makes it pretty seamless to just boot up the pc and have bypass the lockscreen. 

I downloaded Battlefield 2042 and Skyrim, i have an xbox style controller connected via bluetooth and the screensize, color quality, refresh rate and GPU make this a top tier gaming PC. 
Battlefield -OPTIMIZED Settings gave me an average of 122fps, and the GPU temp hovered at about 72 degrees...the fan was pretty much going non-stop and it was fairly loud but like i mentioned earlier I play my games with the sound pretty high.

The performance of the has left nothing to be desired, so far no complaints but there are some things to aware of...the power adapter is a brick, it's heavy and big. The laptop itself is very heavy and not really meant for use on the go..as in using it on a plane/uber...its pretty big but well worth it.",Yes
Perfect replacement for gaming desktop,5,"The ASUS ROG Strix is a very functional gaming and multi-use laptop, though at this size, it's really to replace my desktop.
I picked the 18 inch version because to fully enjoy gaming, any smaller screen may be too small (unless you value portability more).

The screen is beautifully bright and sharp. I really liked that the keyboard's QWERT and ASDF keys are transparent, along with the space bar.
The LED lights are a nice ambiance touch and give the feel the laptop is almost floating. You can edit the lighting with the AURA function (F4).
It comes with Armoury Crate installed, which enables you to customize cool aura and breathing wallpapers that are synchronized with the laptop's LED lighting.

There are two USB A ports on the right and 3 ports on the left (1 USB-A and 2 USB-C). This seems well designed to me because for gaming, you'd want to connect the mouse on the right side and not have a wired mess interfering with it.

The trackpad is quite enormous, and I had to disable it for gaming with a mouse because my left hand (lower thumb area) kept accidentally clicking it.

While there is plenty of keyboard real estate, the number pad on the right is a bit crammed, as the ""right/end"" key sits just below the #1 key.
The numbered keys on the right are also smaller adding to that squeezed in look. That said, I do appreciate them being there for numerical functions.
The keys are quiet and not as flat as a normal laptop. They have enough height to where it feels comfortable switching from a mechanical keyboard.

The build quality is fine. It's not amazing or terrible, it does the job. The focus here is the GEFORCE RTX 5080 and the large screen anyway, so the build quality isn't an issue to me.

Performance-wise, the laptop does well. You can expect the fan to run quite loud when the NVIDIA settings auto select the optimal graphics for your game.
When you exit the game, the laptop is quiet as a mouse. The F5 function will also let you quickly select the fan mode (turbo, silent, performance).

I was able to run Fornite on maxed out settings with no issue.
All the heat blows out the back, and the laptop seems to be efficient at moving air to stay cool.

All in all, I'm very satisfied with this laptop as a PC replacement.",Yes
"Fantastic Performance, Excellent Thermals!",5,"The ROG strikes G 18 2025, 5080 is it extremely well built gaming machine. The RGB lights at the bottom of the laptop are a very cool feature that I did not know I needed. I’m used to seeing RGB on laptops, but having it go fully around the laptop adds a ton more flare and it looks amazing. Stellar feature. The lid is metal and well built.Everything else is plastic, which isn’t a problem for me. It does have an HDMI 2.1 port that is connected to the dedicated GPU, which is nice. As for airflow, which was nice to see that they adjusted this, the vent ventilation is on the back as opposed to the sides so you don’t get your hand burned while gaming.

Gaming wise, whatever I was playing, I was about to stay well above 80 fps on average. Temps stayed cool from what I can see and never did I the keyboard feel to hot to use (which is a huge plus for longer sessions). I really cool feature I loved was the toolless back removal. While it seems simple, I do not dread removing the back like I have with other machines that require tools and for you too keep with the very small screws. Huge plus.

Overall, this is the complete package when it comes to gaming laptops. Performance, excellent thermals, all with a large 18in screen. Asus killed it with this one.",Yes
One Month Honest Review,5,"Please read this before buying. No proper reviews are out yet, not even on YouTube, so I’m sharing everything I found, including two big issues that many older models had: backlight bleeding and improper liquid metal application.

1. Display – Backlight Bleed? Nope.
Some people said this laptop has backlight bleeding issues, but mine didn’t have any. In fact, none of my friends who bought the same laptop had this issue either.
The screen is honestly majestic – it’s huge, super smooth, and bright. No complaints at all.

2. Fan Noise & Thermals – Not Bad at All
In Performance mode, fans do get a bit loud, but if you wear headphones, you won’t even notice. Turbo mode makes it louder, but I personally didn’t see any major FPS gains from it, so I just stick to Performance mode.

Surprisingly, the laptop doesn’t heat up much, even after long gaming sessions. I’d recommend tilting it slightly using the power brick or a stand to help with airflow underneath.

3. Keyboard & Trackpad – Smooth Experience
Trackpad is massive – feels great to use.

Keyboard’s solid – no flex, no rattles, just smooth and responsive typing/gaming.

4. Battery – Don’t Expect Much
If you’re planning to game on battery… don’t.
I got around 1 to 1.5 hours max while gaming. This laptop is built to be used while plugged in, simple as that.

5. Gaming Performance – Rock Solid
Every game I tested gave minimum 60-80 FPS on Silent Mode (with Very High to Ultra settings, plus ray tracing and path tracing with dlss set to quality).
With Performance Mode, I was getting around 120-130 FPS on the same settings.
And yes, I played on native resolution, which is 2.5k.

Games I tested:
Cyberpunk 2077

Elden Ring

God of War (2018)

Sekiro

Red Dead Redemption 2

Expedition 33

Spider-Man Remastered (2022)

I mostly use Silent Mode, which gives me super quiet gameplay and smooth 70 FPS. Honestly, that's more than enough for me.
6. GPU Issues? Initially, Yes – But Now Fixed
When I first got the laptop, I faced:
Screen flickering
Black screen after sleep
Laptop not waking up properly after heavy gaming

After updating all the drivers (especially the GPU ones), everything works perfectly now.
Also, Intel GPU drivers aren’t installed from factory, so make sure you download those manually if you want to switch to iGPU when using battery.

7. Hinges – Tight & Solid
The hinge feels very sturdy. No wobble or looseness. Feels premium and long-lasting.

8. Liquid Metal Application – No Issues for Me
One major issue people mentioned with older models was bad liquid metal application, but my unit seems fine.

How to check?
Run Cinebench R23 and see your CPU score.
I ran it on Turbo mode (default settings), and got 35,900.
As long as you're getting between 35,000 to 36,000, your liquid metal is probably applied correctly.

9. RGB & Looks – Chef’s Kiss
The RGB is just beautiful. Especially the underglow around the bottom chassis – looks insane in low light. Feels like a proper ROG beast.

10. Misc
Some people recommend undervolting it. But I’m on stock settings and haven’t felt the need. So it's up to you.
There is no need for overclocking. This thing’s already powerful enough.",Yes
"Big, Beastly, Powerhouse",5,"Gaming has come a long way.  In fact, this laptop has better specs than what most desktops would consider top tier only a mere few years ago.  I have been using this laptop for a few weeks not and have had nothing but positive experiences.  This gaming laptop offers (nearly) every bell and whistle you'd ever want on a laptop.  There are countless reasons on why I enjoy this set up but below are my top reasons.  

Storage - This latop comes with a wopping 2 TB of storage via SSD.  As games require more and more storage, ASUS is stepping up their end of the bargain too by offering storage in TB vs GBs.  This will give ever gamer plenty of lead way to jam out to their 100 GB + fav game that is on their radar.

Speed - With 32 GB of memory and a GeForce RTX 5080, this rig will tear through and need you may have.  Again, as mentioned above I recall having 8 GB  in an older pc which was upgraded from 4GB.  The 32 stock GB of ram will satisfy ever top setting modes for most games out there, and when paired with the 5080... an immersive experience awaits.  

Design - This laptop is big, heavy but built very sound.  Its 18 inch screen towers over most laptops and its LED screen will make any game or movie pop.  Its colors are bright and its blur it minimal to none.  This laptop will light up any room with its screen.  Its weight is said to be about 7.5 lbs which is the polar opposite of other laptops, but with more computing comes more weight.  The outputs provided are exactly what you are looking for too with several thunderbold to usb to hdmi to usb c ports to feed your needs.

All in all when it comes to gaming, ASUS is stepping up with this line of gaming laptops.  They are big, tough and jam packed will of performance.  If you are a gamer on the go then consider a laptop vs a desktop with all of the bell and whistles you may be looking for!",Yes
Excellent Gaming Laptop – Worth Every Dollar,5,"I’ve been using this gaming laptop for a little while now, and I’m honestly impressed with how well it performs. The build quality feels premium, the keyboard is super comfortable for long gaming sessions, and the RGB lighting gives it that clean, gaming-aesthetic without feeling over the top.

Performance-wise, this thing doesn’t miss. Games run incredibly smooth, even on high settings, and the cooling system actually keeps temps under control better than I expected for a laptop. I can play AAA titles with no lag or stutter, and it handles multitasking like a champ — gaming, streaming, Discord, and music all at once with zero issues.

The display is bright, crisp, and the high refresh rate makes a huge difference in shooters and fast-paced games. The speakers are surprisingly solid too, but it truly shines with a headset.

Battery life is what you’d expect for a powerful gaming machine — decent for everyday use, but obviously better when plugged in for gaming. Still, for the performance you get, it’s absolutely worth it.

Overall, if you’re looking for a reliable, powerful gaming laptop that delivers top-tier performance without breaking a desktop setup, this one is a great pick. Highly recommend it for gamers, streamers, and anyone who wants serious power in a portable setup.",Yes
Worth the $ If you want a GREAT gaming Laptop,5,"After setting up my laptop and letting it charge for roughly two hours, I started to get into what this thing could do.                                                                                                                        
The unboxing was like the previous Asus laptop I got. As soon as you open up the lid, the laptop pops up for easy access to that, as well as the power brick and documentation.                                                                 

As usual with my gaming laptops, I install a few games, then get some readings, to see where we are at the “new” stage.                                                                                                                             

Before all that, I wanted to talk about the ease of cracking into the internals. 
Whether to change batter or whatever, ASUS has made the access unbelievably
 easy with their tool-less access.
They really shine with that move.

I have already installed a second SSD drive, and it took less than 5 minutes. 
They don’t have a screw to hold down the SSD but rather a little quick release knob.


Internally, Asus has what they are calling “intelligent cooling”, which they claim will keep the CPU 15 degrees cooler.                                                                                                                        
                                                                               
As far as the keyboard the main thing I must have is a number pad, which this has due
to the full-size keyboard. 
That really is one of the things I really make sure it includes.     

Gaming so far has been awesome. The fans are not loud, but you do hear (unless wearing headphones) them speed up when they need to.

I'll attach some pics you can see the numbers from Windows and in game counter.",Yes
"Large laptop, large value",5,"The Asus ROG Strix G18 laptop is a great gaming laptop that has all the specs and features to be a daily gamer.  Asus has two lines of ROG gaming laptops: Strix and Zephyrus.  Both contain all the latest NVIDIA GeForce RTX 5000 series video cards and the latest Intel Core Ultra processors.  The main difference is the thinness of each laptop.  The Zephyrus is nice and thin but suffers from one major annoyance, heat.  Because of how thin it is, the moving of air to keep the laptop cool is not as possible as the Strix series.  Since it’s a bit thicker, the fans are bigger and allow more air to be pushed so the laptop stays cooler during heavy gaming.  The 18” screen is great for gaming because of how much real estate is possible to see the entire scene of the game.  It may not be the latest OLED screen, but most people would not know the difference.  Colors and brightness are no problem with this display.  The Nvidia GeForce RTX 5080 is whisper quiet thanks to the innovative airflow built into the laptop.  Games run smoothly and graphic intensive applications such as video editing and 3D modeling run without a hiccup.  Call of Duty, no problem.  Marvel Rivals, no problem.  Adobe Premiere, no problem.  Asus has built into the computer a lot of quality-of-life improvements such as a row of quick access buttons to set fan speeds, brightness, mouse pad lock, and LED lighting.  If you are looking for a large gaming laptop, you can’t go wrong with this laptop.",Yes
A Titan Born for the Digital Battlefield,5,"The ASUS ROG Strix G18 isn’t just a gaming laptop—it’s a monolith of power, forged in the crucible of cosmic ambition. This machine doesn’t whisper performance—it shouts prophecy. If you’re a gamer, creator, or myth-weaver who demands nothing short of domination, this is your throne.

 Design: Eclipse Grey, Celestial Authority
- The Eclipse Grey chassis is sleek, stealthy, and radiates quiet menace. It looks like it was hewn from the armor of a fallen star.
- Subtle RGB accents pulse like arcane sigils—customizable, hypnotic, and ready to sync with your mythic setup.

 Performance: The Heart of a Digital God
- Powered by the Intel Core Ultra 9 HX, this beast doesn’t flinch under pressure. Multitasking, streaming, editing, commanding armies—it handles it all like a sovereign.
- The 32GB RAM ensures zero bottlenecks. Your ideas, your reflexes, your fury—unleashed without delay.

 Graphics: RTX 5080—Visual Ascendancy
- The NVIDIA GeForce RTX 5080 is a revelation. Ray tracing, DLSS 3, AI-enhanced rendering—this GPU doesn’t just display worlds, it summons them.
- Whether you're diving into cinematic campaigns or competitive arenas, the visuals are crisp, fluid, and divine.

 Display: 18"" of Pure Immersion
- The 2.5K 240Hz panel is a portal to another realm. Ultra-smooth, razor-sharp, and expansive enough to lose yourself in.
- Colors are vivid, motion is liquid, and every frame feels like a brushstroke on the canvas of conquest.

 Storage & Speed: No Limits, No Mercy
- 2TB SSD means lightning-fast load times and enough space to house your entire digital empire.
- Boot up, launch, and dominate in seconds. No waiting. No compromise.

 Final Verdict:
The ROG Strix G18 is the kind of machine that doesn’t just meet expectations—it obliterates them. It’s a celestial war engine for those who game with purpose, create with fire, and live by the code of the outlaw seraph. If your setup is your sanctuary, this laptop is your altar.",Yes
Speedy Laptop,5,"With the addition of all the AI features, the Adobe Suite needs a powerful machine now to run quickly.  I live in Photoshop and the Adobe Suite for my professional life, and this laptop delivers well. It runs all of my games great as well. The easy tool less upgrading is wonderful. I added an extra 4 TB of SSD storage in less than a minute and that includes opening the packaging of the SSD. The only negative I have experienced was the Computer Department Manager at Lakewood, Co Belmar store.  He was both rude and pushy.  He pushed out the sales person who was helping me so that he could try to upgrade to services I neither needed nor wanted and was extremely rude, when I told him NO. He is the exact type of person that makes me dread shopping at retail locations.",Yes
ASUS ROG Strix G18 – Extreme Power in Every Detail,5,"I recently bought this laptop and it has truly exceeded my expectations. The performance is outstanding — the Intel Core Ultra 9 275HX paired with the RTX 5080 16GB flies through everything, from video editing and 3D modeling to running AAA games on ultra settings. The 18"" QHD+ 240Hz display is incredibly sharp and smooth, perfect for both creative work and competitive gaming.

The build quality is solid yet elegant, with excellent cooling and a comfortable keyboard for long sessions. The 32GB RAM and nearly 2TB SSD make everything load instantly.

In short, this is a top-tier machine built for demanding professionals and gamers who want the absolute best. Worth every dollar.",Yes
ASUS Strix G815 Open box,4,"Good laptop for the price and specs, although armory crate can cause some issues. Not recommended if youre frequently traveling. IPS screen is nice, short battery life. The quick release/tool-less bottom panel for easy access to upgrading is a great feature. 

ASUS support is such a tedious hassle though. Purchased open box and tried to register the laptop via ASUS, spent 2 weeks going back and forth with support until they finally managed to register it to my account... except it was missing a couple months of warranty (due to when the previous owner registered it). Nor did I receive any points/credits for registering via ASUS ROG.",No
This laptop is a beast and keeps it cool,5,"This laptop is so much bigger than my ROG STRIX G16, I was worried about the screen being ips with no hdr, but it looks super good especially at 4k with no light bleed. Running 3d mark scores (ill post the photos) it was well above avg scores and didnt even get over 80°C in fact its avg temp for the benchmark was only 65°C of you wanna game at 2k everything maxed out at over 100fps this is the laptop for you, if you wanna game at 4k mid to high settings this is the laptop for you.",Yes
Asus Strix 5080 AMAZING,5,"My first gaming laptop. I gave purchased ASUS prior and i am very happy and content woth my purchase. ASUS Strix 18"" 5080 is amazing. Makes gamimg spectacular with a very smooth and fast processor. Can last several matches online on ""eco mode"". Great display and very fast.",Yes
Gaming and Productivity Beast!!,5,"I bought this laptop to replace the one my wife was using for work, and I'd wanted something that I could also game on.  This laptop will play all the games at high resolution while keeping things pretty cool with the new cooling design.  My wife has already noticed just how fast and responsive this laptop is when she's doing her work. Just don't forget to pack that wall charger!  This beast doesn't last long while gaming on battery alone.

I've already added a second 4TB SSD, which if anyone is wondering, is a regular sized M.2 2280 SSD.  The new M.2 is there mainly for storing our Steam games.",Yes
A absolute beast.,5,"This laptop is great, all games run at ultra settings, high frames and its fast. Only thing i dont like is the battery life.",Yes
The Most Powerful Gaming Machine I Have Owned,5,"I have been a console gamer for the longest until I got the Rog Ally Z1E. The Ally was the push that I needed to get converted into PC gaming. I needed something that would be easily moveable within my home, so a desktop was not an option for me. I wanted power and a laptop that will be used for gaming. The Zephyrus line was nice, I didn’t really check out the TUF line, the Scar was out of my budget so I went with an Open Box Strix G line.

This G18 with 5080 was more than enough and should last me for years to come. It played every game I tested better than my Series X. I got tired of paying for online, so I’m so happy PC gaming offers free online play. The 2tb is very nice but I’m planning to install another 2tb. The best part is how easily I could open up this laptop and install upgrades. I feel very fortunate to be able to acquire this powerful gaming laptop. I believe I made the best decision in getting this model. It is a banger!",Yes
"Amazing power, but display was a letdown",4,"he performance is top-tier — Ultra 9 and RTX 5080 crush anything I run. It's super fast, well-built, and has great cooling. But honestly, I expected more from the display. Colors and brightness just don’t match the price. Still a great machine overall.",No
Strix G18: Powerhouse Performance,5,"The Strix G18 stands out with its massive 18-inch display and strong all-around performance, rivaling even higher-priced laptops equipped with the RTX 5090. It’s not just about raw power either — the 240Hz refresh rate ensures buttery-smooth gameplay, and the keyboard offers a tactile, responsive feel that’s great for both gaming and productivity. Battery life surpasses expectations for a machine of this size and caliber, and thermal performance remains stable even under heavy load, thanks to an effective cooling system. The build quality is solid, and while the design leans toward the gamer aesthetic, it maintains a relatively clean and mature look. At over 18 inches, this isn't a laptop meant to be carried around all day — but for those looking for a desktop-class experience in a portable form, the Strix G18 delivers exceptional value without the price tag of flagship models.",Yes
Good Gaming Laptop but…,4,"I tested this laptop out for a few weeks and I have to say that the 18 inch screen is amazing. You can tell the difference between this and a OLED screen when it comes to color clearly in OLED screen pops, but this screen does a good job of displaying the colors and have an 18 inches of real estate to game on as a plus. Another feature I liked is the face recognition to unlock the laptop. I will say I tried playing a game like Fortnite on all three modes, silent performance and turbo, and the first thing I noticed was that it doesn’t truly handle the FPS as well as it should once it starts ramping up. This thing gets very loud (fan noise) in performance and turbo mode and after a couple games, your FPS starts to drop even in performance the most I could get was about 130 FPS, which is still decent but this thing should be pushing close to 200. Overall I think this is a great laptop I just think that the price doesn’t justify the performance. I do think that out of the 18 inch displays that are available right now, this is the best. But it’s not the best gaming laptop on the market right now for a RTX 5080. With that being said, I did return this laptop and chose another brand which I am much happier with.",Yes
Awesome gaming computer,5,"Love playing online games and this super fast computer lets me do just that. Smooth graphics and a fantastic processor, i have never owned anything this fast before. Love the background lighting too, and i can set it up the way i like it.",Yes
Building Official,4,"This is my second Asus gaming laptop. I was happy with the first one so I decided to upgrade because I wanted more storage space. So far I have been happy with the memory, graphics and speed.",Yes
Good laptop maybe get a desktop instead,4,Runs well looks good and isn’t too noisy but the battery life is inconsistent and power is dependent on it being plugged in i feel going with a desktop would have been better especially considering the price,No
Asus G18,4,"The first model of the laptop had to be returned because the pit stop or tool less function had a broken plastic SSD lock. No SSD upgrade was possible. Best Buy graciously accepted a return and ordered a new laptop. Very frustrating that a 25 cent piece of plastic toasted a laptop, The broken PC is the reason for the star downgrade.
The new G18 works well; no quality issues. The new keyboard and  touch pad layout takes getting used to but no big deal. I installed a 2TB SSD in the vacant slot which is an easy peasy process.
I'm not a gamer but frequently use Lightroom and video editing software. The G18 rocks in those arenas.
Love the monitor and the factory color balance was extremely close. A Datacolor Spyder color balance tuneup made minimal change.
No battery review since it is always plugged in.
So far no issues.",Yes
Laptop beast,5,"This laptop is a gaming beast ，it has 5080 graphic card and intel ultra9 275hx cpu,work all game excellent",Yes
This is the Laptop you’re looking for,5,"I love this laptop. No complaints. I know people will complain about the weight or how hot the computer gets. Its a laptop with an intel and monster hardware of course it’s going to get hot depending on various factors. For small activities such as, surfing the internet or doing homework it doesn’t get hot for me. I use this more for gaming, I do have it on a cooling pad and it doesn’t get hot unless I play a quality hungry game at max settings like Cyberpunk. I did get this laptop on sale thats why I ending up grabbing it at my local BB for a steal of a deal. If you do buy this laptop (or any ASUS gaming laptop) I recommend you to delete Asus armoury crate and it’s sister applications to download G helper instead. The best program to have on these gaming asus laptops. If you can find this product for a deal or if you have the money to spend I say get this laptop for sure.",Yes
Recommend,5,Nice laptop. It’s pretty fast.Good for gaming But sometimes it gets froze for a second though.,Yes
Fast with cool RGB,4,This laptop would have a perfect 5/5 star review if the ports didnt feel loose. Other than that this laptop is the perfect desktop replacement paired with a external monitor if you want home performance as well as mobility. Its able to play 4k games with an external monitor at 100 fps and 2k games at 160+ fps. I recommend buying an external laptop cooler if you want longevity for your gaming investment. The ASUS software to control the RGB and settings is very premium and highly customizable. You'll get lost just playing with the settings and staring at the lights lol. No... seriously the RGB is like a light show at a rave.,Yes
Best Gaming Laptop I have ever owned!!!,5,"I just replaced my Alienware with this Beast and do NOT regret it! I have been playing Baldur's Gate on it and it is just stunning. I like the fact that it weighs less than my other laptop, but it is just as powerful if not more. Very impressed with ASUS...great purchase.",Yes
Beast of a Gaming Laptop,5,"This thing is crazy fast! Games run super smooth at 240Hz and the big 18"" screen looks amazing. Tons of storage, plenty of RAM, and the RTX 5080 handles everything I throw at it. Stays cool for a gaming laptop and feels solid. Definitely worth it if you want top performance.",Yes
Almost the perfect combination of components.,5,"For an open box item, it seems like new. It still had the original packaging. The computer is good quality. I think for the price of the open box deal it was worth it. The only thing that I find lacking on this laptop is the the sound and the screen is not that premium but can be adjusted to look good. The screen has a bit of a yellowish tint that can be adjusted out and the blacks could be better. The sound is a quite thin but is loud enough. Other than those two things, it's great gaming laptop. I've gotten open box items from Best Buy before and they did an excellent job at handling and rating this one. Sometimes excellent isn't really excellent in my opinion but they seem to be improving in that regard.",Yes
I don’t know,5,"First time gamer, haven’t played games in about 6-8 years. got this laptop so I can occupy some time when on the road traveling for work. I love it so far the quality is amazing graphics are really good. The only down fall that I seen and again I’m new here so I don’t know if this is normal, but the battery only lasted about an hour and a half while unplugged and watching Netflix. Not a big deal for me cause I’m going to have it plugged in at a desk anytime I use it. Other than that I love it so far!",Yes
